video_id,transcript
N9afgFkfV1w,"[Music] Okay. >> Ready? >> Okay. Hi. So, Grammarly is a company that helps over 40 million people, including me, become better and more effective communicators. And over the past year, I know that Grammarly has leaned into generative AI to further this goal. You've launched tools like authorship, which helps users differentiate between user generated and human content, and prompting tools to help users better tailor what they're writing. So, I'm especially excited to chat with you uh on what business leaders can learn about Grammarly's AI strategy. Shashir is the new CEO of Grammarly. He recently stepped into the role. Um and before that he was the founder of productivity tool KOD and he was also responsible for leading YouTube at Google and several other tech companies uh including working at Microsoft. So Grammarly recently acquired Koda a productivity tool. Can you give us context on how that happened and what's next for Grammarly? >> Yeah, excited to be here. Uh first human X conference. Fun place to be. Um yes, so we we uh combined companies uh about two months ago now uh Emily and Kota and it all started with a really interesting meeting between the the two leadership teams where we realized our vision for the future was an interesting mixed um almost like two puzzle pieces fitting together. Um and we had this meeting in Vancouver. We sat down. We learned a lot about each other's strategies. You know, first thing I learned was Gramly is a lot bigger and different than people think. You know, Grammarly, as Luxie mentioned, 40 million daily active users use Grammarly every day to help them communicate better. It's a pretty large business, over $700 million in in revenue. Uh, that's often surprising people, but the most surprising thing about Grammarly is that the actual uh innovation has very little to do with the grammar. The heart of what Grammarly has actually built is a technology stack to bring AI agents right to where the user works. If you think about what Grammarly does in 500,000 different applications in the uh on the web, on the desktop, so on, Grammarly can read what you're doing, annotate it, and uh and change it for anything from Google Docs to Slack to Salesforce, so on. One of the analogies that the Gramly founders gave me that I really liked is that it feels like uh Grammarly built this AI superighway where we can bring agents right to the edge, but we're only running one car on that highway today. We're only running the one with your English grammar teacher in it. And part of what we wanted to do together was bring what Grammarly and Kota had been doing to fill those cars with the rest of the agents. You know, one of the things KOD is very well known for is integrating with all the different products in the world. It's one of the most popular features of Kod. And that's the sort of core idea of what we're doing is building the AI superighway to bring agents to the edge and making it possible for anybody to deploy an agent that works right alongside humans. >> Awesome. So the launch of chat GPT is considered a seminal moment in the present AI revolution. Through your experience at YouTube, Koda and now Grammarly, you've seen AI through many generations. Can you talk a little bit more about what this moment signified for you? >> Yeah, I mean it's very interesting. Obviously everybody here is sees the excitement the same way. uh you know I started my career working on the cloud uh while I was at Microsoft while that transition was happening that was amazing I then worked on YouTube when people thought what we were seeing was the video revolution but actually what we were seeing was the maker revolution that was really interesting and I spent the last 10 years working in productivity with Koda and Grammarly and I I think what we're seeing now is a dramatic shift in productivity I like to think of as the third era of productivity so maybe if you follow with me the uh you can think about productivity as three phases first phase was uh digitization. That's when we took typewriters and turned them into word processors and basically went from physical tools to digital ones. And then about 15 years ago, we went through the second era of productivity where productivity became about collaboration, about working with humans. So it went from single player to multiplayer. We saw products like Google Docs. We saw products like Slack and all these products that really took uh made it possible to work with your teammates in your in your productivity tools. And I think in this phase we're about to take the next leap and we're going to go from working with humans to working with humans and agents. And I think that's really exciting way uh uh to think about it. One one visual that that might help is today if you open any of your productivity products, Google Docs, Koda, so on, you'll see all the avatars at the top, right? Those are the those are the people you work with. Imagine a future where in all those tools, instead of having the four or five teammates you work with, you have the four or 5,000 agents that are helping you and your team be productive. And I think that's the way I like to think about productivity is we're embracing a world where our productivity tools are going to help humans and AI work together to solve problems. >> Okay, that's a great segue into my next question, which is about AI in the productivity space. Um, how do you see grammar release tools evolving and what have you already seen from users that's surprised you? >> What surprises? So, I think probably the most interesting surprise is there's so much AI hype and everybody's deploying lots of different tools, but it's an amazing amount of shelfware. It's an amazing amount of people buying things that actually don't get used, don't actually produce impact. And I think one of the main reasons for that is people are forgetting the core lesson that you need to bring AI to the user instead of the other way around. So there's lots of tools being deployed that require users to change their behavior instead of working alongside them. And that's obviously a key part of what we're what we do at Grammarly is we bring AI to the user instead of the other way around. And it has a pretty dramatic impact on on productivity. I think it's a space where measuring that can be really hard. And so one of the things I was really excited about is the team came up with this idea. It's a fairly creative idea for how to measure the impact AI is having on a company. So we built a thing we call ROI reports. It's very easy one for any anybody to uh do. Uh we ran it with a number of companies. So a lot of our customers Smart Sheet, Indeed, Data Brick, so on. And the way it works is we basically run an AV test on a company. So we take the Grammarly products and we deploy it to everybody. But for half of them they get real suggestions and for the other half we sort of suppress it and then we measure the impact on productivity based on whatever the company is trying to achieve. And the results were pretty stunning. If you bring AI to the user you get this dramatic impact and its ability to have real impact uh on on on those users and teams. One fun stat, the average um time saved for people in these studies is about 19 days per year. So if you use the Gramly tool set and bring it right to the user, your people will get 19 days a year back in time. So I think this is really important that as we deploy AI, there's lots of hype. We need to deploy it in a way that actually works the way people work and then measure its impact on what it's doing for people. >> Awesome. Um, now in 2025, agents are the biggest buzzword. What does this term mean to you and Grammarly? >> Yeah, so agents I I think everyone here has a different definition of agents. So I'll just share my my way of thinking about it. Um, I like to call agents virtual collaborators. So based on the third era of AI, I think of agents as the the sort of virtual teammates that you can work with. And if you go one click deeper, I think of agents as having uh three things. knowledge, skills and assignments. So knowledge is the set of things they know. So for example, the Grammarly agent knows every rule of the English uh grammar language. Skills are things they can do. So an agent might be able like Grammarly to annotate and edit the the content you're working on. They might be able to take actions on your behalf. It can send an email. It can start an order. Uh can ship something to someone. And then finally is assignments. So I I my view is that you should be able to take agents and hand them assignments. The assignment might be as simple as sit next to me and help me communicate better or as complicated as reach out to every customer and make sure they get a personalized uh personalized outreach to maybe to come to an event or so on. So with that in mind, you can see an incredibly wide set of uh of agents and so maybe I'll give a few examples of ones that I you know in sort of my dreamscape of what I think people are going to see. Um so some agents will differentiate on knowledge. So, for example, uh some of the more popular agents that we're building today are ones that connect with other systems. So, you're going to have agents that connect to Salesforce or Jira or so on. And now when you sit down to write, you're writing your customer memo, you have your your agent that is your English grammar teacher helping make sure you communicate well. But you also have the agent that says, ""I know what this uh what's happening with this customer because I can read Salesforce and I can help you fill in this information."" or when you're trying to promise a feature, you can say, well, I've I've already read what's happening in Jira and I can tell you the correct date that this will come out or the correct positioning from the product marketing team. So, some agents will be about changing that kind of knowledge. Another type might be agents that sort of uplevel into what I what you might think of as coaches. You know, maybe as another example, every sales team has a methodology as you know, some sales teams run with something called medic uh or lots of different methodologies. Imagine every one of those instead of being tutorials and instructions, they became agents that work alongside you and they help your salespeople actually follow the principles of those uh philosophies. That might extend to things like um I I'm really excited about book authors. I think every book author today produces a book that you read and then put in the back of your head. One of my favorite examples is uh I love the book Radical Cander from Kim Scott. And I'm I'm sure for everyone here who's read that, you'll read it and try to follow the guidance. But imagine that Kim didn't just give you a book. Imagine she gave you an agent that sat and watched you work and said, ""You are or aren't following the philosophy of the book."" Maybe one last example, and this one might seem the the craziest, but it was one of the most fun ones. It's having a conversation with the team at Duolingo, and we're just talking about what would it mean for Dolingo to be an agent. Right now, you probably think of Dolingo as an application. Imagine instead that everywhere you worked, your Dualingo agent came with you and it said, uh, you know, you you want to maintain your streak. Instead of going to the app, how about you read three articles today in Spanish? Or maybe while you're reading in English, it can help quiz you a bit on what would this be in Spanish? Or maybe the other way around. While you're reading in Spanish, it can translate the words that you don't know, but let you figure out the ones you should know. And then when you come back to that application, you come back to that agent, it might know what you're trying to go through and say, ""Today's lesson, instead of focusing on how to order food at a restaurant, we're going to focus on how to buy um uh how to buy a house or how to buy a company or whatever it might be."" So that's how I think about agents is, you know, we're going to take knowledge, skills, and assignments, and then it's up to people's dreams of what they can do with those agents. So I think there's lots of things, lots of exciting things coming. >> Yeah. But you know, as a journalist who is using AI tools, one concern I have is that we're entering a world where communication is becoming increasingly automated. How is Grammarly thinking about preserving human authenticity in this environment? >> Yeah. Are we all going to turn into robots or could we still stay still stay humans? I mean, I think this is very core to how Grammarly thinks about AI. I mean, Grammarly at sort of its heart is a user- centric AI company. We we give suggestions to people and those people then take those actions. Right? This is this is help for you to communicate better. And so it's very important that the human is in the loop. It's very important that that each of those suggestions matches the style of the person. It's we want each person to be a better version of themselves, not all be the same way, communicating with the same tone, with the same words, the same insights to be a very boring place uh to to go and live. And I think this idea extends into a lot of our products. And one one one uh one feature launch you mentioned recently was something we did called authorship. Um maybe I'll explain what authorship is um there's a very surprising insight. So uh a large portion of the Gramly audience is is students. It's about a third of the audience and for those uh for those users their challenge with authenticity is sort of sort of existential. And so very simple reason, you know, as students trying to prove to their professor they actually wrote the paper. And so they have this challenge of using AI in ways that are helpful but still staying authentic to to who they are. So we decided to build an agent we call the authorship agent that sort of reverses everything and gives a score as you're writing for how much um how authentic it is to you versus how much AI it is. uh it just watches what you're doing and comes back with a score that then your professor can see that says this paper was written 80% by you and 20% by AI or maybe it's 20% and 80% whatever the goal might be and we're seeing hundreds of schools adopt it and instruct students this is how you can responsibly use AI in a way that allows you to stay authentic but also uh um uh use AI for the for the tools it's uh it's best for so that's a a good example but it's very central to how we Think about it. Our goal is to think of AI or AI agents as collaborators, not replacement for those humans. >> Yeah. Um, and so those that work with you know that you have a focus on rituals. And I hear that you're writing a book called The Rituals of Great Teams as you integrate into your new role. How are you thinking about corporate culture? >> Yeah, it's pretty uh pretty fun topic for me. I I don't know if everybody else feels the same way. I have lots of normal hobbies, but I I found this this this interesting one in collecting rituals. And maybe I'll tell you a little story of where it came from. The um uh I was having a conversation uh with a friend of mine, Bing Gordon. So, Bing, if people don't know him, he was the chief creative officer at Electronic Arts. He's now a famous investor, um Amazon, Zingga, uh you know, hundreds of other companies. and he and I sat on a board together and he was sort of harassing the CEO with this question. He said, ""What are your golden rituals?"" And the CEO was a little flustered and said, ""Uh, I don't Bing, I don't know what you mean."" And so Bing Bing said, ""Oh, well, every great company has a small list of golden rituals and they all meet these three tests."" And he had a very clear list of three tests. So the three tests are um uh the if you think about golden rituals the three tests are uh they are named uh number one number two every employee knows them by their first Friday and number three they're templated the interesting way to think about rituals and he and he proceeded to say if you want to be a great company you need to have your list of golden rituals and he rattled off some of the examples from different companies Amazon does six pages Google does OKRs Salesforce does V2 Um, and we had this whole discussion about the rituals of those uh of those companies. Um, I got really excited about this idea. I started talking about it whenever I whenever I could. Started talking about with friends at other companies. And over the course of the last three or four years, I've turned it into my side project writing this book called Rituals of Great Teams. Easy to find rituals of great teams.com. the um I've interviewed about a thousand or so uh founders, entrepreneurs, you know, authors, so on to just collect up rituals from all the best companies in the world and try to categorize them into uh into a set that people can actually use. Maybe one one um one fun story from those interviews. I was talking to uh Dermesh. Der is the uh founder of HubSpot and the ritual he contributed to the book is called flashtags. It's a way to communicate to indicate severity of of your opinions on topics. But his actual uh more interesting insight was he said Shashir the reason he's so excited about the reason I'm so excited about rituals he said the uh I think that as companies we misunderstand what we're building as companies we're actually building two products one product for our customers that's what they all use in his case it's HubSpot and we're building a whole other product for the company itself it's the product that builds the product and he said the thing when people ask about that second product they'll often describe it as culture but if you ask people to describe culture, they will they will culture manifests as rituals. And so he said by paying attention to rituals, what you're actually doing is putting the same amount of thought into the product for your customers as you are the product for for your teams. So anyways, it's it's been a very interesting journey to get to learn about rituals and of course I'm in this unique position now of combining two companies, Grammarly and KOD, and we're going through this really interesting process of taking all the rituals from both companies and selectively applying them. sometimes taking the Gramly ritual, sometimes taking the cod ritual, sometimes coming up with a brand new ritual. And we've done a number of them. Everything from how you take make decisions, how you do planning, how you hire people. And I think that idea of build the product that that builds the product is a really powerful way to think about what we do in our companies. >> Amazing. And uh looking ahead, I'm wondering what untapped opportunities in workplace productivity is Grammarly poised to address. You know, I I think this idea of supercharging humans with agents. I I think it's a really provocative way to think about what what we're going through. I think a lot of a lot of people look at AI as a threat. I think I look at AI the opposite way. We're about to give every person 10,000 interns and they're great. They're s they're you know, if you think about uh these folks, they never disagree with each other. you know don't you know they'll follow your instructions but it's also this amazing challenge right now you know you take the average person who's maybe never been a manager before they say now you have 10,000 people to manage and I think that idea of rethinking what how we think about AI and productivity it's not really about replacing anybody about turning us all into scaled managers and I think that that frame is it's it's much more exciting but it's also gives you this challenge how are you going to take these people how are you going to train them, how you going to give them better instructions, how you going to audit what they're doing and making sure it works well. But I think that's the exciting mission that we're working on now. >> Amazing. Thank you. >> Yeah, I think we're right at time."
i6l1Ai_gc68,"I've been using Grammarly for many years now, but if you had told me back then what Grammarly could do now, that'd be pretty mind-blowing. It's a tool that makes our lives easier, and it just continually iterates and improves. Making sure that you stay ahead of the curve is truly important, and this is the way to do it is with a tool like Grammarly. I'm a manager of design operations at Procore Technologies. One of the critical pieces of my role is change management. People can resist change and so how do you approach that? And this is where Grammarly has been really helpful. Having an AI teammate like Grammarly is really beneficial with making sure that we're getting the information across succinctly, making sure that the tone of voice is what we want and what will be best received by the individuals who will be reading the messaging. Thing that I really love the most about Grammarly is how it's literally my writing assistant. It follows me around everywhere I go and it has really helped me be more efficient in the work that I do. And that to me is the most important part is being able to make sure that I'm staying focused on what I'm doing and I don't have to, you know, start looking elsewhere to figure out things. It really just helps me be a better communicator, which is really like a big portion of my job. That to me is the way AI works. I don't want to have to dig around for it and spend more time working with the AI. And Grammarly is the exact opposite. It's always there when I need it and it's always there to help me through all the tasks that I do daily. [Music]"
tBRPf3a6a8s,"Grammarly's AI has changed how I communicate across different platforms and tools. Honestly, it's like having a writing coach with me 24/7. Whether I'm sending an email to a customer, interacting with colleagues in Slack, Grammarly keeps my tone on point and my message is very clear. My name is Chanel Jamal. I'm a customer success professional. permanent AI has helped me maintain my voice and raise my confidence. Most recently, I had to send a follow-up email to a tricky customer who was at risk. I didn't want to come across too harsh or too soft, and Grammarly helped me tweak the tone of my email just right. One new Grammarly feature that I find most useful is the paragraph rewrite. Trust me, this is everything. Sometimes I'll write the paragraph and I can see that it's clunky, but I just couldn't see how to fix it. Grammarly's AI assistant steps in, tidies it up, and boom, it's clean, it's professional, but most importantly, it sounds just like me. Just last week, I had 10 minutes in between my client calls and needed to send a document to an executive team. What I did was to draft my ideas and ask Grammarly AI to make them informative and more detailed. This was like magic. In a matter of seconds, I had a wow document. Grammarly saves you brain power, keeps your tone in check, and makes you sound like a true professional even when you're just running on coffee."
w2xMPC6xA6g,"Brandon, you can't say rz or busing in front of clients. >> Oh, my bad, boss. Man, I just wanted to hype up our presentation. That's very nice of you, but we need to stay professional when we're a totally. I'll fix this and then yos the client a recap email. I appreciate the initiative, but you have to let me look over your coms. It's all good, man. I type everything into Grammarly before I send it out. It takes how I would say something and makes it all corporate. I can personalize the tone, too, so it still sounds like me, but says all the right stuff. You got to download this thing, man. Oh, trust me. We all use it. And I got to say, I'm pleasantly surprised by your work ethic. Great stuff."
C3SISnlxTWk,"Is there a more stressful day of work than the one right before a long vacation? >> Hey, Mark, I'm actually just about to head out on vacate. Yep, I can talk. >> It's always at that exact moment where everything goes wrong. >> Yes, I can uh I can zoom. I can zoom. Sure. >> Your foolproof guide on how to do your job while you're gone turns out to be not so foolproof after all. >> So, just open PowerPoint. Yes, PowerPoint is the orange one. And even worse, you still can't figure out that perfect out of office message. I hope this email finds you Ben, which of course means well in Italian, which is where I am right now and why I can't respond. >> Before you know it, you're using your hotspot to send a deck from the Uber to the airport. That's no way to start a vacation. >> Next time, start your vacation a little bit earlier with Grammarly. Organize tasks, clean up email inboxes, refine your documents, and more in just seconds. Ditch the last minute stress with Grammarly."
i87EmzcpaLs,"[Music] Hey, hey, hey. [Music]"
gflvhOeZNnw,"There are so many aspects of our lives that make writing and written pretty darn hard. We started working with Kod and Gramly because we were looking for technology partners that would help us supercharge our folks ability to be amazing at what they do. Zapier is an AI orchestration platform that gives people and organizations of all shapes and sizes the power to build automations, entire pieces of software without having to know how to code. >> Being able to have the Zapier brand guidelines right in Grammarly helps my speed to execution because I know the things that I'm writing match what our brand marketing and our content teams would want them to say. And so it takes out these layers of approval that would have needed to be there before and allows me to be really independent and create content and launch it faster. We use KOD rather than other tools because of the ease of use and the versatility of the product. So it's really easy to format, share, and show information in a way that's digestible. If we didn't have KOD, I think we would just move a lot slower. >> The thing I want to underscore about working with Grammarly and KOD is that it's about more than the technology. It's about feeling like you have a trusted partner. That's something that is still pretty distinctive in the market. Something we really appreciate about the work that we get to do with Kota and Grammarly."
MDZrECbuCgo,Propaganda we are not falling for. An AI assistant that makes you sound like everyone else. Sending that risky text without an edit. The 5 to9 before the 95. I making us lazy. Proper grammar makes you sound old. Voice memos. Adding L at the end of a message to sound less serious.
LRZ6r2N2x-I,"Hello. >> Hello. >> At Grammly, what do you do? Explain it to me like I'm 10. >> Think about trying to take the best players from your favorite sports teams and trying to bring them to the best team, Grammarly, in the world. That's my job. >> What do you do at Grammarly? Can you explain it to me like I'm an 8-year-old? >> My uh job is analytical linguist. So, anytime that Grammarly does anything with your writing, sometimes it works and sometimes it doesn't work. and when it doesn't work, we want to try to fix it. >> I try to kind of story tell um and explain how Grammarly could help. What I do at Grammarly is help our customers understand all the really good things that they get when they buy Grammarly. >> What do you do at Grammarly? Explain it to me like I'm eight. >> Good question, Lucy. I am in marketing and my job is to explain what Grammarly does and convince people to sign up and use our product. [Music]"
DP17ooOf_NI,"Zapier is the most connected AI orchestration platform which means we connect over 8,000 different tools through AI and automation. Transparency is actually one of our company values at Zapier. That means that we work in public and one reason that we do that is because we are a remote company. Kota was one of the probably first products that I remember coming into Zapier and just loving that the company used. Kota plays a pretty critical role in helping Zapier have crossunctional collaboration. I manage a team of nine people and as a tool KOD is really important for me for visibility and transparency. We use KOD on the marketing team as a central hub for information. So anyone at the company can go into the KODOD and to see the marketing strategy. They can see all of our planning documents and then they also have visibility into what I'm working on as well as their teammates. So it's a really nice two-way street. >> One of the biggest things that helps us is actually Kod's rich set of APIs. You've seen teams adapt KOD to be really customizable. One of the ways that we've been able to build really powerful AI systems because we use KOD is by connecting KOD automation and our own Zapier to be able to get models aware of content from what our projects are, what our teams are working on. We don't have private Slack channels. Everything is out in the open and that includes our async communication. So having KOD as these open docs that anybody can access really gives us that extra layer of transparency that's built into the company inherently. [Music]"
9FhPaxfRO4Y,"Is it possible to get a job in 24 hours? So, I was curious how quickly I could get a job. And so, rather than focusing my efforts on networking and building out a resume, I decided to start by cold emailing and DMing a bunch of different companies to see if they would hire me. Now, things were not looking good in the first couple of hours because despite literally messaging dozens of places, I wasn't getting any responses. But then it hit me. It was probably because my messages were pretty unprofessional, looking like this. In my quest for quantity, I ended up sacrificing quality. But I didn't have time to sit down and appropriately curate a professional and personalized message to each of them. But luckily, Grammarly exists, which is an AI writing assistant that helps you write better and faster to optimize for your work. And since they have a keyboard app and a desktop app, you can write on the go no matter where you are. The best part, though, is you could tailor your writing based on whoever you're talking to. So, perfect for job hunting. And since it works seamlessly in all of your apps, I figured this was my best shot at getting a response. And after just a few messages using it, I actually got some bites. But don't worry, I'm sticking to YouTube. But go try Grammarly today. I mean, all the features are free, so why not? [Music]"
zfqHawI17es,"Ever since I started using Grammarly, writing has been a lot more easy. Now, as a full-time programmer and a new hire, I found that writing professionally takes a lot more brain power. Whether it's a Slack message or an email, I try really hard to get the tone right, like being polite without sounding passive. It works right inside email apps and Slack, which is super convenient. And I use it to clean up phrasing. And whenever I ask myself, does this sound okay? What I love is that it adapts based on who I'm writing to. Like, if it's my manager, I can set my audience. And Grammarly shifts the tone to make me sound more confident and clear without overthinking it. All the features I'm using here are totally free and I don't have to copy and paste anything into another tool. It just works where I work."
GTW5eAfL2tc,"This what? 240,000 is going to get you in Canyon Lake, Texas. It's a speed course. So, let's take a look. Grammarly helps me get all my work done with speed using the AI tools like garage. Best part about Grammarly, they work with over 500 apps plus websites. So, they work where you work. This is not brought to you by Grammarly and the any tools like the We have a beautiful view here of Grammarly and all their benefits. Come on. Come on, man. Stay with me. This tub brought to you by Grammarly and the AI tools they provide. But show that screen and let's watch this. While I have your attention, we're talking about Grammarly and the benefits for a professional. Through the AI tools they provide, they can help you sound confident in emails. The AI tools can rewrite for clarity. And the AI can help streamline other processes, too. Download Grammarly."
nrPEDbmQWDc,"For $100, can we read through your emails to see how Grammarly can improve some of your sent emails? >> Sure. Can you pull out your phone? Your most embarrassing emails. >> Most embarrassing email. Oh god, this is embarrassing for sure. My name is Jiren and I'm dropping a line to see if has any jobized holes that match the shape of my skill set. I live in Ridgewood and I'm no stranger to brickandmortar, retail, work, fashion, and clothing reset. >> So now, can you copy that whole thing? All right. Is in Grammarly. We're going to make it more persuasive, confident, friendly. Now, it's going to revise. So, now what I want you to do is read this revised email. >> Hey there, I'm Jiren and I hope you're doing well. I wanted to reach out and see if there are any job opportunities that might fit my skills. I'm currently living in Ridgewood and I've got a background in brickandmortar retail, fashion, and clothing resale. Looking forward to hearing from you. >> What do you think? >> Good. I'm definitely going to use Grammarly now and correct my literary beta posture. >> Here's your $100. And to everyone watching, go check out Grammarly free."
a3hPrcebSOQ,"[Music] [Music] If you need help setting boundaries in the workplace, Grammarly's got your back. Grammarly is an AI writing partner that helps professionals confidently communicate. After opening the Grammarly Assistant and typing your prompt, choose the tone of your message, and you can even shorten it to get right to the point. Once you're ready, hit insert. And just like that, Grammarly has crafted you the perfect out of office away message so you can sit back, relax, and enjoy your PTO."
xDT4ujlwPv4,"- Before Zapier was using
tools like Coda and Grammarly, we were looking for technology partners that would help us
supercharge our folks' ability to be amazing at what they do. Coda was a really promising
way to help us make it easy for people to find the
information that they needed. That's the place where work happens. Hi, my name's Brandon Sammut, Chief People Officer at Zapier. Zapier is an AI orchestration platform that gives people and organizations the power to build
entire pieces of software without having to know how to code. We have an effort that my
own team leads at Zapier to help HR teams all over the world use AI and automation to supercharge their work. We organize that entire effort on Coda. Can we call that effort HR by Zapier? The impact of an effort like HR by Zapier, it's able to be much more of a guide and a partner to our customers. And then of course, we're all about automating
tedium out of work. We built an integration
across Zapier and Coda that unlock even more powerful ways to make sure that when
I do something in Coda, I can automate an update
to the folks that need it. The biggest benefit of working with Coda and Grammarly are the teams
that we get to work with, feeling like you have a trusted partner. They feel like we're actually
on a journey together. That's something that is still pretty
distinctive in the market. That's something we really appreciate about the work that we get to
do with Coda and Grammarly. (gentle bright music)"
RpZBJo1ckmw,"What do you write? Romantic poems. Well, what if we wrote Zanab poem right now and use Grammarly's AI writing tool to help us out? My name is Rush. My girlfriend is living in France and I am here living in stumble. I feel insecure about my writing because probably my English not enough for that. Okay. Her eyes like my story of life. Her touch feeling warm of the sun. My love for Z will be forever. How would you want to try to improve this? Like I want to change the style to Edgar Alen Po. Write the below poem Edgar Allan Poe style. Go ahead and read it. Arise like glaze did steer my soul. Her touch a flame that made me hold my love for Zanap ever shall be. Wow. Maybe you could use Grammarly to help you write more letters to Z. Yeah. Yeah. Thank you. That's perfect."
fruwHfVjWr0,"Now you only need one subscription instead of multiple AI tools. One of my secret weapons is asking Grammarly to identify gaps in my essay. That's how you get feedback like this. If you think that citations take up too much time, then there is an auto citation tool that appears when you have the extension installed. But if you upgrade to Grammarly Pro, you get access to tools that can help you turn wordy sentences into clear, effective ones, or even a plagiarism tracker if your university is really strict on that. [Music]"
c2WtIpgdELE,"Grammarly's features can help you show up confident, even if you're secretly nervous on the inside. I actually asked Grammarly's AI to help me rewrite this in a more confident tone. And boom, confident and clear. Your college professor was wrong. You don't actually have to sound like a corporate bot or hit a certain word count. In fact, it's a lot better to be concise in your communication. Grammarly's AI help you simplify complex information to communicate much more effectively. I have personally been a Grammarly user since 2020 and it has been such a great resource for me. If you're ready to level up your career communication, you can sign up now to get Grammarly for free."
G4dSAzJRdJI,"Let's write my cover letter together. Okay, so this is what I had before. I am looking to gain legal experience and guidance at any capacity. My goal is to learn as much as possible to navigate the legal industry with as much competence and understanding as possible. Terrible, awful, embarrassing. I think I almost crashed out having to read that twice. This is after I used Grammarly. I'm eager to learn from the best, developing the confidence and insight necessary to navigate complexities of the legal landscape. So much better. Okay, here's another one said, ""With a genuine desire to absorb as much knowledge and experience as possible, I am open to any opportunities available to learn. Post Grammarly driven by a sincere enthusiasm for gaining knowledge and experience. I'm eager to explore any opportunities that will allow me to learn."" And girls, yes, Grammarly has given me a 98 overall score. I think this has removed like 25 filler words that I just didn't know I had. It sounds so much better. I also finished that in like 30 minutes."
l78y0Nq1zKc,"[Music] Grammarly just said, ""My agenda is concerningly chaotic."" Okay, that's accurate. From quick edits to tone suggestions, Grammarly makes sure I'm prepared even when I'm not. Hey, sorry I'm late, guys. Traffic was crazy. Grammarly's AI powered tools help me organize my ideas quickly and confidently so I can focus on leading the discussion, not scrambling to figure out what's next."
1sGEN6Vobc0,"At some point in your job search, it is pretty inevitable that you'll be asked, ""Why are you leaving your current role?"" As annoying as this question is, they're asking this to gauge your motivations and make sure you're not going to cause strife or bail as soon as you get a higher job offer. And even though you're really leaving because you're bored out of your mind and you're underpaid and your manager actually drinks toxic juice for breakfast, now is not the time for honesty hour. When you answer this question, focus on the future, not the friction. And with the help of Grammarly's AI features, we can pick that massive list of all the reasons you are ready to move on from your job and turn it into professional forwardlooking motivations. We're not leaving because you found out your co-orker makes $20,000 more than you. You just realize you thrive in environments that promote growth and recognize contributions and are looking for a role where you can leverage your strengths and be part of a supportive team that encourages advancement. My favorite part about Grammarly is you can tweak your responses to sound more confident, more natural, and specific to your experience in the job you're applying for. Try it out and keep going. I'm proud of you."
yqZKi5y8JQQ,"Another wonderful day. Morning all. Can you walk me through what you've done so far? You're stressed about an email you need to write to John. Look, I get it, but he's just an SVP, not a deity. The man literally doesn't know how to spell the word accommodate. Yeah, you're right. We need to rework the copy on these coms before they go out. Girl, do not let this job teach too much of your sanity. Let's have you try Grammarly. I'll reddraft paragraphs three and four. Do you think you can have the first two rewritten in the next couple hours? Grammarly can help you rewrite drafts to sound more confident. With Grammarly Pro, it even provides suggestions to point out missing things such as a deadline or a CTA, which you know would lead to another email or meeting. Oh yeah, I use it a lot to save me time thinning out copy or even brainstorm ideas. Okay, let's see what you got now. Yeah, this is perfect. Don't overthink it. Literally, everyone's making up stuff as they go, so like don't let other people intimidate you. Okay."
DRxZyElXYeE,"Even when I'm trying to take a break, my brain's like write this, review that, answer that, edit that, and of course, everything has to look and sound confident and polished. Does this email sound too passive? Run it through Grammarly, it'll make you sound way more confident. Ugh, I still need to update that campaign script, but I'm totally stuck. You can use their idea generator. It can help you with hooks, structure, and everything you need. Wait, that's really helpful, actually. And if you're short on time, it can even rewrite insurance stuff for you. Honestly, it's like having two extra brains and neither of them need copy. No, that's more like it. Seriously, if you're feeling overwhelmed, using Grammarly makes it way easier. Sign up to try it for free."
iyTwKibn_ds,"- Hey, it's Grammarly...in
classic us style, we have a suggestion. This time, it's not just words. This time, it's work itself. We get it. It's not you. It's all
that stuff in your toolbar. They're promising futuristic
features and smarter solutions, but they've made it your
job to connect the dots. Yikes. AI should not be this hard. May we suggest a better option? What if AI worked everywhere you worked? And made everything smarter so
you could rise above the mess. So you and your team can get
more done. Like, way more. And not only sound your
best, but work your best, too. That's Coda and Grammarly. We make AI work for you, not
the other way around. So you and your team
can do what you do best. Work your magic."
hgIPxuhAAQI,"I think about Grammarly and how it's helped me prepare not just briefs, but really scripts that allow me to step into a presentation and know that I'm saying something with absolute confidence. I'm Alex Diaz. I'm a professional marketer in Seattle. What I call my weekend job, I volunteer with an organization called Key to Change. It's a black le, blackfounded nonprofit focused on music education specifically for children in underserved communities with the goal of not just teaching music, but it's really about developing and supporting them as leaders because I'm moving so fast in the work that I do. Sometimes it takes a minute to think through changing my tone. And I love AI compose because you open it, you write your intention and automatically this paragraph comes out. You have this template that you can play with, add your tone to. AI composed makes it significantly easier to send emails to donors or communicate with the board on what's going on with the organization. Grammarly allows me to take a step back and say, is this really the clearest message you're getting across? And so with Rewrite for clarity, it's able to expand here's what you're trying to say and why. I just wouldn't have thought about it at the time. Grammarly is very much how do we empower and give you confidence that whatever you're creating, whatever you're writing, whatever message you're trying to send that you come across as you intend. Get Grammarly today. [Music]"
