video_id,title,description,channel_id,channel_title,published_at,published_date,duration_iso,duration_seconds,duration_formatted,view_count,like_count,comment_count,category_id,default_language,default_audio_language,privacy_status,tags,tags_count,thumbnail_default,thumbnail_medium,thumbnail_high,video_url,embed_url,channel_description,channel_country,channel_thumbnail,channel_published_at,channel_custom_url,subscriber_count,total_video_count,channel_view_count
vWDrFjKHGMY,How to Love Your Complicated Family (W/ Ashley C. Ford) | How to Be a Better Human | TED,"What parts of yourself did you lose as you grew up? This is one of the central questions asked in Ashley C. Ford’s memoir, Somebody’s Daughter. Ashley joins Chris to talk about growing up with an incarcerated father, grappling with a complicated relationship with her mother, and how writing can be a way of processing and understanding your life. They also discussed why adults become less kind to kids, how libraries can become safezones, and how to confront the messy parts of childhood.

Follow
Host: Chris Duffy (Instagram: @chrisiduffy | chrisduffycomedy.com)
Guest: Ashley C. Ford (Instagram: @smashfizzle | Website: ashleycford.net/) 

Links
Somebody’s Daughter (https://us.macmillan.com/books/9781250305978/somebodysdaughter/)

Subscribe to TED 
Instagram: @ted
YouTube: @TED
TikTok: @tedtoks
LinkedIn: @ted-conferences
Website: ted.com
Podcasts: ted.com/podcasts

Join us in person at a TED conference: https://tedtalks.social/events
Become a TED Member to support our mission: https://ted.",UCAuUUnT6oDeKwE6v1NGQxug,TED,2025-08-20 15:22:25+00:00,2025-08-20 15:22:25,PT18M52S,1132,18:52,19531,550,29,22,en,en,,TEDTalk|TEDTalks|TED Talk|TED Talks|TED,5,https://i.ytimg.com/vi/vWDrFjKHGMY/default.jpg,https://i.ytimg.com/vi/vWDrFjKHGMY/mqdefault.jpg,https://i.ytimg.com/vi/vWDrFjKHGMY/hqdefault.jpg,https://www.youtube.com/watch?v=vWDrFjKHGMY,https://www.youtube.com/embed/vWDrFjKHGMY,"The TED Talks channel features the best talks and performances from the TED Conference, where the world's leading thinkers and doers give the talk of their lives in 18 minutes (or less). Look for talks on Technology, Entertainment and Design -- plus science, business, global issues, the arts and more. You're welcome to link to or embed these videos, forward them to others and share these ideas with people you know.

TED's videos may be used for non-commercial purposes under a Creative Commons Li",US,https://yt3.ggpht.com/ytc/AIdro_koIFcCOrvh0KThLNOiazAIDu6hcs8bjkGNwe1f6A_OYm8=s800-c-k-c0x00ffffff-no-rj,2006-12-06T23:27:08Z,@ted,26600000,5265,2948861744
vhvyid7vVoQ,The Blueprint for Serving a Million School Lunches — Every Day | Wawira Njiru | TED,"Sometimes feeding just one child can seem challenging. Not for entrepreneur Wawira Njiru, who’s gone from serving lunch to 25 children from a makeshift kitchen to establishing her nonprofit, Food4Education, as a cornerstone of Kenya’s school meals system. Currently serving half a million meals to children every day, she’s now thinking even bigger. Hear about her incredible plan to serve delicious, nutritious daily meals to millions of kids across Africa by 2030. (This ambitious idea is part of The Audacious Project, TED’s initiative to inspire and fund global change.) (Recorded at TED2025 on April 9, 2025)

Join us in person at a TED conference: https://tedtalks.social/events
Become a TED Member to support our mission: https://ted.com/membership
Subscribe to a TED newsletter: https://ted.com/newsletters

Follow TED! 
X: https://www.twitter.com/TEDTalks
Instagram: https://www.instagram.com/ted
Facebook: https://facebook.com/TED
LinkedIn: https://www.linkedin.com/company/ted-conferences
",UCAuUUnT6oDeKwE6v1NGQxug,TED,2025-08-19 15:01:37+00:00,2025-08-19 15:01:37,PT9M29S,569,09:29,21919,554,34,29,en,en,,TEDTalk|TEDTalks|TED Talk|TED Talks|TED,5,https://i.ytimg.com/vi/vhvyid7vVoQ/default.jpg,https://i.ytimg.com/vi/vhvyid7vVoQ/mqdefault.jpg,https://i.ytimg.com/vi/vhvyid7vVoQ/hqdefault.jpg,https://www.youtube.com/watch?v=vhvyid7vVoQ,https://www.youtube.com/embed/vhvyid7vVoQ,"The TED Talks channel features the best talks and performances from the TED Conference, where the world's leading thinkers and doers give the talk of their lives in 18 minutes (or less). Look for talks on Technology, Entertainment and Design -- plus science, business, global issues, the arts and more. You're welcome to link to or embed these videos, forward them to others and share these ideas with people you know.

TED's videos may be used for non-commercial purposes under a Creative Commons Li",US,https://yt3.ggpht.com/ytc/AIdro_koIFcCOrvh0KThLNOiazAIDu6hcs8bjkGNwe1f6A_OYm8=s800-c-k-c0x00ffffff-no-rj,2006-12-06T23:27:08Z,@ted,26600000,5265,2948861744
5GVqOpLDA8c,How to Turn AI Prompts into Movie Magic | Jason Zada | TED,"AI won’t replace storytellers — it will give them superpowers, says film director Jason Zada. Showing how new technology allows creators to turn wild ideas into cinematic worlds at warp speed, Zada and the TED audience dream up the premise for a new sci-fi short film live from the stage, and then get to see the results three days later. (Recorded at TED2025 on April 8, 2025)

Join us in person at a TED conference: https://tedtalks.social/events
Become a TED Member to support our mission: https://ted.com/membership
Subscribe to a TED newsletter: https://ted.com/newsletters

Follow TED! 
X: https://www.twitter.com/TEDTalks
Instagram: https://www.instagram.com/ted
Facebook: https://facebook.com/TED
LinkedIn: https://www.linkedin.com/company/ted-conferences
TikTok: https://www.tiktok.com/@tedtoks

The TED Talks channel features talks, performances and original series from the world's leading thinkers and doers. Subscribe to our channel for videos on Technology, Entertainment and Design — p",UCAuUUnT6oDeKwE6v1NGQxug,TED,2025-08-18 15:00:09+00:00,2025-08-18 15:00:09,PT11M26S,686,11:26,15417,408,27,28,en,en,,TEDTalk|TEDTalks|TED Talk|TED Talks|TED|ai|technology,7,https://i.ytimg.com/vi/5GVqOpLDA8c/default.jpg,https://i.ytimg.com/vi/5GVqOpLDA8c/mqdefault.jpg,https://i.ytimg.com/vi/5GVqOpLDA8c/hqdefault.jpg,https://www.youtube.com/watch?v=5GVqOpLDA8c,https://www.youtube.com/embed/5GVqOpLDA8c,"The TED Talks channel features the best talks and performances from the TED Conference, where the world's leading thinkers and doers give the talk of their lives in 18 minutes (or less). Look for talks on Technology, Entertainment and Design -- plus science, business, global issues, the arts and more. You're welcome to link to or embed these videos, forward them to others and share these ideas with people you know.

TED's videos may be used for non-commercial purposes under a Creative Commons Li",US,https://yt3.ggpht.com/ytc/AIdro_koIFcCOrvh0KThLNOiazAIDu6hcs8bjkGNwe1f6A_OYm8=s800-c-k-c0x00ffffff-no-rj,2006-12-06T23:27:08Z,@ted,26600000,5265,2948861744
WknzP23-y_Y,Let Your Ambition Light You Up — Not Burn You Out | Tarveen Forrester | TED,"Burnout shouldn’t be the price of success, but setting boundaries at work is easier said than done. Tarveen Forrester, who oversees workplace culture at Kickstarter, shares practical strategies for protecting your time and cultivating “sustainable ambition,” so you can crush your goals — without letting them crush you. (Recorded at TEDNext 2024 on October 23, 2024)

Join us in person at a TED conference: https://tedtalks.social/events
Become a TED Member to support our mission: https://ted.com/membership
Subscribe to a TED newsletter. https://ted.com/newsletters

Follow TED! 
X: https://www.twitter.com/TEDTalks
Instagram: https://www.instagram.com/ted
Facebook: https://facebook.com/TED
LinkedIn: https://www.linkedin.com/company/ted-conferences
TikTok: https://www.tiktok.com/@tedtoks

The TED Talks channel features talks, performances and original series from the world's leading thinkers and doers. Subscribe to our channel for videos on Technology, Entertainment and Design — plus scienc",UCAuUUnT6oDeKwE6v1NGQxug,TED,2025-08-17 15:00:49+00:00,2025-08-17 15:00:49,PT7M19S,439,07:19,43879,1256,50,22,en,en,,TEDTalk|TEDTalks|TED Talk|TED Talks|TED|work-life balance|business|work|mental health|burnout,10,https://i.ytimg.com/vi/WknzP23-y_Y/default.jpg,https://i.ytimg.com/vi/WknzP23-y_Y/mqdefault.jpg,https://i.ytimg.com/vi/WknzP23-y_Y/hqdefault.jpg,https://www.youtube.com/watch?v=WknzP23-y_Y,https://www.youtube.com/embed/WknzP23-y_Y,"The TED Talks channel features the best talks and performances from the TED Conference, where the world's leading thinkers and doers give the talk of their lives in 18 minutes (or less). Look for talks on Technology, Entertainment and Design -- plus science, business, global issues, the arts and more. You're welcome to link to or embed these videos, forward them to others and share these ideas with people you know.

TED's videos may be used for non-commercial purposes under a Creative Commons Li",US,https://yt3.ggpht.com/ytc/AIdro_koIFcCOrvh0KThLNOiazAIDu6hcs8bjkGNwe1f6A_OYm8=s800-c-k-c0x00ffffff-no-rj,2006-12-06T23:27:08Z,@ted,26600000,5265,2948861744
5MyCtvSBATI,The Multidimensional Magic of Modern Maps | Peter Wilczynski | TED,"Maps have long helped us understand the world — now, they can help us shape it. Digital cartographer Peter Wilczynski introduces the Living Globe: a real-time, data-rich digital twin of Earth that fuses satellite imagery, sensor data and AI. Watch for a glimpse of the future of maps — and learn how these new tools can help us build the future without wrecking the planet. (Recorded at TED2025 on April 8, 2025)

Join us in person at a TED conference: https://tedtalks.social/events
Become a TED Member to support our mission: https://ted.com/membership
Subscribe to a TED newsletter: https://ted.com/newsletters

Follow TED! 
X: https://www.twitter.com/TEDTalks
Instagram: https://www.instagram.com/ted
Facebook: https://facebook.com/TED
LinkedIn: https://www.linkedin.com/company/ted-conferences
TikTok: https://www.tiktok.com/@tedtoks

The TED Talks channel features talks, performances and original series from the world's leading thinkers and doers. Subscribe to our channel for videos on Techn",UCAuUUnT6oDeKwE6v1NGQxug,TED,2025-08-15 15:00:19+00:00,2025-08-15 15:00:19,PT6M21S,381,06:21,44495,1053,27,28,en,en,,TEDTalk|TEDTalks|TED Talk|TED Talks|TED,5,https://i.ytimg.com/vi/5MyCtvSBATI/default.jpg,https://i.ytimg.com/vi/5MyCtvSBATI/mqdefault.jpg,https://i.ytimg.com/vi/5MyCtvSBATI/hqdefault.jpg,https://www.youtube.com/watch?v=5MyCtvSBATI,https://www.youtube.com/embed/5MyCtvSBATI,"The TED Talks channel features the best talks and performances from the TED Conference, where the world's leading thinkers and doers give the talk of their lives in 18 minutes (or less). Look for talks on Technology, Entertainment and Design -- plus science, business, global issues, the arts and more. You're welcome to link to or embed these videos, forward them to others and share these ideas with people you know.

TED's videos may be used for non-commercial purposes under a Creative Commons Li",US,https://yt3.ggpht.com/ytc/AIdro_koIFcCOrvh0KThLNOiazAIDu6hcs8bjkGNwe1f6A_OYm8=s800-c-k-c0x00ffffff-no-rj,2006-12-06T23:27:08Z,@ted,26600000,5265,2948861744
E74FQTMWPVw,700 Million People Still Live Without Electricity. Here’s the Fix | Jacqueline Novogratz  | TED,"Impact investor and Acumen CEO Jacqueline Novogratz unveils a bold vision to bring off-grid solar electricity to 700 million people still living in darkness, transforming lives while slashing emissions. She asks a thought-provoking question: What if this generation could be remembered for finally bringing electricity — and dignity — to everyone on the planet? (Recorded at TED Countdown Summit 2025 on June 17, 2025)

Countdown is TED's global initiative to accelerate solutions to the climate crisis. The goal: to build a better future by cutting greenhouse gas emissions in half by 2030, in the race to a zero-carbon world. Get involved at https://countdown.ted.com

Join us in person at a TED conference: https://tedtalks.social/events
Become a TED Member to support our mission: https://ted.com/membership
Subscribe to a TED newsletter: https://ted.com/newsletters

Follow TED! 
X: https://www.twitter.com/TEDTalks
Instagram: https://www.instagram.com/ted
Facebook: https://facebook.com/TED
Lin",UCAuUUnT6oDeKwE6v1NGQxug,TED,2025-08-14 15:00:31+00:00,2025-08-14 15:00:31,PT12M58S,778,12:58,69917,581,78,28,en,en,,TEDTalk|TEDTalks|TED Talk|TED Talks|TED|climate change|electricity|global issues|sustainability|technology|innovation|social change|africa|energy|solar energy|countdown|renewable energy|investing,18,https://i.ytimg.com/vi/E74FQTMWPVw/default.jpg,https://i.ytimg.com/vi/E74FQTMWPVw/mqdefault.jpg,https://i.ytimg.com/vi/E74FQTMWPVw/hqdefault.jpg,https://www.youtube.com/watch?v=E74FQTMWPVw,https://www.youtube.com/embed/E74FQTMWPVw,"The TED Talks channel features the best talks and performances from the TED Conference, where the world's leading thinkers and doers give the talk of their lives in 18 minutes (or less). Look for talks on Technology, Entertainment and Design -- plus science, business, global issues, the arts and more. You're welcome to link to or embed these videos, forward them to others and share these ideas with people you know.

TED's videos may be used for non-commercial purposes under a Creative Commons Li",US,https://yt3.ggpht.com/ytc/AIdro_koIFcCOrvh0KThLNOiazAIDu6hcs8bjkGNwe1f6A_OYm8=s800-c-k-c0x00ffffff-no-rj,2006-12-06T23:27:08Z,@ted,26600000,5265,2948861744
Z0PeLwgy_Xo,What Kids Actually Need Today (w/ Richard Weissbourd) | How to Be a Better Human | TED,"Happiness, high achievement, or kindness – which is most important to you in your kids? Which do you think your kids think you care about the most? Richard Weissbourd is a psychologist, the senior lecturer at the Harvard Graduate School of Education, and the director of the Making Caring Common Project. Richard joins Chris to discuss the challenges facing American parents which he raised in his book, The Parents We Mean to Be. Rick also explains how parents can overcome their own shame, the importance of teaching kids to recognize others' emotions, and how acts of service can strengthen relationships.

This is an episode of TED's How to Be a Better Human podcast. Listen on your favorite podcast app: https://tedtalks.social/4gmAZt3 

For the full text transcript, visit go.ted.com/BHTranscripts 

Join us in person at a TED conference: https://tedtalks.social/events
Become a TED Member to support our mission: https://ted.com/membership
Subscribe to a TED newsletter: https://ted.com/newsle",UCAuUUnT6oDeKwE6v1NGQxug,TED,2025-08-13 15:01:03+00:00,2025-08-13 15:01:03,PT31M56S,1916,31:56,20223,463,19,22,en,en,,TEDTalk|TEDTalks|TED Talk|TED Talks|TED|how to be a better human|podcast,7,https://i.ytimg.com/vi/Z0PeLwgy_Xo/default.jpg,https://i.ytimg.com/vi/Z0PeLwgy_Xo/mqdefault.jpg,https://i.ytimg.com/vi/Z0PeLwgy_Xo/hqdefault.jpg,https://www.youtube.com/watch?v=Z0PeLwgy_Xo,https://www.youtube.com/embed/Z0PeLwgy_Xo,"The TED Talks channel features the best talks and performances from the TED Conference, where the world's leading thinkers and doers give the talk of their lives in 18 minutes (or less). Look for talks on Technology, Entertainment and Design -- plus science, business, global issues, the arts and more. You're welcome to link to or embed these videos, forward them to others and share these ideas with people you know.

TED's videos may be used for non-commercial purposes under a Creative Commons Li",US,https://yt3.ggpht.com/ytc/AIdro_koIFcCOrvh0KThLNOiazAIDu6hcs8bjkGNwe1f6A_OYm8=s800-c-k-c0x00ffffff-no-rj,2006-12-06T23:27:08Z,@ted,26600000,5265,2948861744
zYg6bLCBMxY,A Small Nation’s Surprising Solution to Unemployment | James Mnyupe | TED,"How did a small, economically vulnerable country become a trailblazer in sustainable industry? Clean economy builder James Mnyupe explores how Namibia is teaming up with partners from around the world to turn sun, wind and water into green hydrogen — a key ingredient in fueling everything from clean steel to eco-friendly transportation. Discover how this bold blueprint is creating jobs, cutting carbon and sparking a wave of African pride and possibility. (Recorded at TED Countdown Summit 2025 on June 18, 2025)

Countdown is TED's global initiative to accelerate solutions to the climate crisis. The goal: to build a better future by cutting greenhouse gas emissions in half by 2030, in the race to a zero-carbon world. Get involved at https://countdown.ted.com

Join us in person at a TED conference: https://tedtalks.social/events
Become a TED Member to support our mission: https://ted.com/membership
Subscribe to a TED newsletter: https://ted.com/newsletters

Follow TED! 
X: https://www.twi",UCAuUUnT6oDeKwE6v1NGQxug,TED,2025-08-12 15:01:43+00:00,2025-08-12 15:01:43,PT12M29S,749,12:29,38658,1296,71,28,en,en,,TEDTalk|TEDTalks|TED Talk|TED Talks|TED|climate change|sustainability|industrial design|collaboration|africa|natural resources|countdown|renewable energy,13,https://i.ytimg.com/vi/zYg6bLCBMxY/default.jpg,https://i.ytimg.com/vi/zYg6bLCBMxY/mqdefault.jpg,https://i.ytimg.com/vi/zYg6bLCBMxY/hqdefault.jpg,https://www.youtube.com/watch?v=zYg6bLCBMxY,https://www.youtube.com/embed/zYg6bLCBMxY,"The TED Talks channel features the best talks and performances from the TED Conference, where the world's leading thinkers and doers give the talk of their lives in 18 minutes (or less). Look for talks on Technology, Entertainment and Design -- plus science, business, global issues, the arts and more. You're welcome to link to or embed these videos, forward them to others and share these ideas with people you know.

TED's videos may be used for non-commercial purposes under a Creative Commons Li",US,https://yt3.ggpht.com/ytc/AIdro_koIFcCOrvh0KThLNOiazAIDu6hcs8bjkGNwe1f6A_OYm8=s800-c-k-c0x00ffffff-no-rj,2006-12-06T23:27:08Z,@ted,26600000,5265,2948861744
DHO1o5F-pLw,This artist shares how she trained an AI chatbot from her late grandfather’s archives. #TEDTalks,"What if AI could bring the past to life? Cartoonist Amy Kurzweil shares how she helped train an AI chatbot on her late grandfather’s archives, allowing her to connect with a family member she never met — and discover family history she never knew. Backed by her own original drawings, she reveals the profound impact art and AI can have in keeping memories alive.",UCAuUUnT6oDeKwE6v1NGQxug,TED,2025-08-11 16:00:25+00:00,2025-08-11 16:00:25,PT2M8S,128,02:08,28430,509,11,22,en,en,,TEDTalk|TEDTalks|TED Talk|TED Talks|TED,5,https://i.ytimg.com/vi/DHO1o5F-pLw/default.jpg,https://i.ytimg.com/vi/DHO1o5F-pLw/mqdefault.jpg,https://i.ytimg.com/vi/DHO1o5F-pLw/hqdefault.jpg,https://www.youtube.com/watch?v=DHO1o5F-pLw,https://www.youtube.com/embed/DHO1o5F-pLw,"The TED Talks channel features the best talks and performances from the TED Conference, where the world's leading thinkers and doers give the talk of their lives in 18 minutes (or less). Look for talks on Technology, Entertainment and Design -- plus science, business, global issues, the arts and more. You're welcome to link to or embed these videos, forward them to others and share these ideas with people you know.

TED's videos may be used for non-commercial purposes under a Creative Commons Li",US,https://yt3.ggpht.com/ytc/AIdro_koIFcCOrvh0KThLNOiazAIDu6hcs8bjkGNwe1f6A_OYm8=s800-c-k-c0x00ffffff-no-rj,2006-12-06T23:27:08Z,@ted,26600000,5265,2948861744
O29X1Ls8KoA,Why Does Uncertainty Bother Us So Much? | Adam Kucharski | TED,"Why do we find it easier to trust some concepts and ideas over others? Mathematician and TED Fellow Adam Kucharski explores the science of uncertainty, revealing how the very human need for explanation shapes trust in science, fear of technology and belief in conspiracy theories. (Recorded at TEDxLondon on January 26, 2025)

Join us in person at a TED conference: https://tedtalks.social/events
Become a TED Member to support our mission: https://ted.com/membership
Subscribe to a TED newsletter. https://ted.com/newsletters

Follow TED! 
X: https://www.twitter.com/TEDTalks
Instagram: https://www.instagram.com/ted
Facebook: https://facebook.com/TED
LinkedIn: https://www.linkedin.com/company/ted-conferences
TikTok: https://www.tiktok.com/@tedtoks

The TED Talks channel features talks, performances and original series from the world's leading thinkers and doers. Subscribe to our channel for videos on Technology, Entertainment and Design — plus science, business, global issues, the arts and m",UCAuUUnT6oDeKwE6v1NGQxug,TED,2025-08-11 15:00:51+00:00,2025-08-11 15:00:51,PT11M22S,682,11:22,55383,1412,32,28,en,en,,TEDTalk|TEDTalks|TED Talk|TED Talks|TED|culture|science|technology|communication|community,10,https://i.ytimg.com/vi/O29X1Ls8KoA/default.jpg,https://i.ytimg.com/vi/O29X1Ls8KoA/mqdefault.jpg,https://i.ytimg.com/vi/O29X1Ls8KoA/hqdefault.jpg,https://www.youtube.com/watch?v=O29X1Ls8KoA,https://www.youtube.com/embed/O29X1Ls8KoA,"The TED Talks channel features the best talks and performances from the TED Conference, where the world's leading thinkers and doers give the talk of their lives in 18 minutes (or less). Look for talks on Technology, Entertainment and Design -- plus science, business, global issues, the arts and more. You're welcome to link to or embed these videos, forward them to others and share these ideas with people you know.

TED's videos may be used for non-commercial purposes under a Creative Commons Li",US,https://yt3.ggpht.com/ytc/AIdro_koIFcCOrvh0KThLNOiazAIDu6hcs8bjkGNwe1f6A_OYm8=s800-c-k-c0x00ffffff-no-rj,2006-12-06T23:27:08Z,@ted,26600000,5265,2948861744
HYepzb4-FWI,How I Turned Frustration Into Creative Success | Joshua Schachter | TED,"Sharing his accidental journey to viral fame, digital pioneer Joshua Schachter reveals how programming a robot to make deliberate mistakes in otherwise deeply satisfying plotter art sparked millions of views (and hilariously strong reactions). Learn how to turn your frustration into creative success — and discover how quirky, unexpected art can captivate audiences worldwide. (Recorded at TEDNext 2024  on October 22, 2024)

Join us in person at a TED conference: https://tedtalks.social/events
Become a TED Member to support our mission: https://ted.com/membership
Subscribe to a TED newsletter: https://ted.com/newsletters

Follow TED! 
X: https://www.twitter.com/TEDTalks
Instagram: https://www.instagram.com/ted
Facebook: https://facebook.com/TED
LinkedIn: https://www.linkedin.com/company/ted-conferences
TikTok: https://www.tiktok.com/@tedtoks

The TED Talks channel features talks, performances and original series from the world's leading thinkers and doers. Subscribe to our channel for vi",UCAuUUnT6oDeKwE6v1NGQxug,TED,2025-08-08 15:00:41+00:00,2025-08-08 15:00:41,PT4M50S,290,04:50,64551,3386,62,22,en,en,,TEDTalk|TEDTalks|TED Talk|TED Talks|TED|design|art|computers|robots|creativity|social media,11,https://i.ytimg.com/vi/HYepzb4-FWI/default.jpg,https://i.ytimg.com/vi/HYepzb4-FWI/mqdefault.jpg,https://i.ytimg.com/vi/HYepzb4-FWI/hqdefault.jpg,https://www.youtube.com/watch?v=HYepzb4-FWI,https://www.youtube.com/embed/HYepzb4-FWI,"The TED Talks channel features the best talks and performances from the TED Conference, where the world's leading thinkers and doers give the talk of their lives in 18 minutes (or less). Look for talks on Technology, Entertainment and Design -- plus science, business, global issues, the arts and more. You're welcome to link to or embed these videos, forward them to others and share these ideas with people you know.

TED's videos may be used for non-commercial purposes under a Creative Commons Li",US,https://yt3.ggpht.com/ytc/AIdro_koIFcCOrvh0KThLNOiazAIDu6hcs8bjkGNwe1f6A_OYm8=s800-c-k-c0x00ffffff-no-rj,2006-12-06T23:27:08Z,@ted,26600000,5265,2948861744
ts0Q_HNo_LA,An Unexpected Plan for Peace in the Middle East | Nada Majdalani | TED,"The Middle East is a climate hotspot, with many parts of the region set to experience an increase in temperature by five to eight degrees Celsius by the end of the century. Palestinian peace activist Nada Majdalani discusses how the climate crisis could actually instigate a movement towards peace, unveiling the ""Peace Triangle"" initiative — a visionary plan to transform conflicts in the Middle East through shared water and energy projects. Drawing on her experience in cross-border environmental collaboration, she offers a glimpse of how economic interdependence between Israelis, Palestinians and Jordanians could lead to peace. (Recorded at TED Countdown Summit 2025 on June 16, 2025)

Join us in person at a TED conference: https://tedtalks.social/events
Become a TED Member to support our mission: https://ted.com/membership
Subscribe to a TED newsletter: https://ted.com/newsletters

Follow TED! 
X: https://www.twitter.com/TEDTalks
Instagram: https://www.instagram.com/ted
Facebook: https:",UCAuUUnT6oDeKwE6v1NGQxug,TED,2025-08-07 15:01:53+00:00,2025-08-07 15:01:53,PT11M31S,691,11:31,22745,589,54,25,en,en,,TEDTalk|TEDTalks|TED Talk|TED Talks|TED|environment|global issues|politics|society|middle east|countdown,11,https://i.ytimg.com/vi/ts0Q_HNo_LA/default.jpg,https://i.ytimg.com/vi/ts0Q_HNo_LA/mqdefault.jpg,https://i.ytimg.com/vi/ts0Q_HNo_LA/hqdefault.jpg,https://www.youtube.com/watch?v=ts0Q_HNo_LA,https://www.youtube.com/embed/ts0Q_HNo_LA,"The TED Talks channel features the best talks and performances from the TED Conference, where the world's leading thinkers and doers give the talk of their lives in 18 minutes (or less). Look for talks on Technology, Entertainment and Design -- plus science, business, global issues, the arts and more. You're welcome to link to or embed these videos, forward them to others and share these ideas with people you know.

TED's videos may be used for non-commercial purposes under a Creative Commons Li",US,https://yt3.ggpht.com/ytc/AIdro_koIFcCOrvh0KThLNOiazAIDu6hcs8bjkGNwe1f6A_OYm8=s800-c-k-c0x00ffffff-no-rj,2006-12-06T23:27:08Z,@ted,26600000,5265,2948861744
ZdhSeoqPJ1g,How to Nurture Long-Distance Friendships (W/ Aminatou Sow) | How to Be a Better Human | TED,"“People are expected to have good friendships, but nobody talks about how they happen,” says journalist Aminatou Sow. Aminatou is also the host of the podcast Call Your Girlfriend and the author of the book Big Friendship: How We Keep Each Other Close. She joins Chris to discuss the communication efforts necessary to maintain meaningful friendships, why she rejects Western society’s obsession with self-improvement, the insights she gained from reading obituaries and the act of grace in sharing bits of yourself with others.

Follow
Host: Chris Duffy (Instagram: @chrisiduffy | chrisduffycomedy.com)
Guest: Aminatou Sow (Instagram: @aminatou) 

Links
Crème de la Crème Substack
Book: bigfriendship.com/
Podcast: callyourgirlfriend.com/

Subscribe to TED 
Instagram: @ted
YouTube: @TED
TikTok: @tedtoks
LinkedIn: @ted-conferences
Website: ted.com
Podcasts: ted.com/podcasts 

Join us in person at a TED conference: https://tedtalks.social/events
Become a TED Member to support our mission: https:/",UCAuUUnT6oDeKwE6v1NGQxug,TED,2025-08-06 15:01:13+00:00,2025-08-06 15:01:13,PT18M6S,1086,18:06,14460,321,16,22,en,en,,TEDTalk|TEDTalks|TED Talk|TED Talks|TED,5,https://i.ytimg.com/vi/ZdhSeoqPJ1g/default.jpg,https://i.ytimg.com/vi/ZdhSeoqPJ1g/mqdefault.jpg,https://i.ytimg.com/vi/ZdhSeoqPJ1g/hqdefault.jpg,https://www.youtube.com/watch?v=ZdhSeoqPJ1g,https://www.youtube.com/embed/ZdhSeoqPJ1g,"The TED Talks channel features the best talks and performances from the TED Conference, where the world's leading thinkers and doers give the talk of their lives in 18 minutes (or less). Look for talks on Technology, Entertainment and Design -- plus science, business, global issues, the arts and more. You're welcome to link to or embed these videos, forward them to others and share these ideas with people you know.

TED's videos may be used for non-commercial purposes under a Creative Commons Li",US,https://yt3.ggpht.com/ytc/AIdro_koIFcCOrvh0KThLNOiazAIDu6hcs8bjkGNwe1f6A_OYm8=s800-c-k-c0x00ffffff-no-rj,2006-12-06T23:27:08Z,@ted,26600000,5265,2948861744
OrNqEcNkoF0,How to Get People to Do What You Want | Barry Sonnenfeld | TED,"As a film and television director, Barry Sonnenfeld had millions of dollars riding on his ability to get his cast and crew to play along — and much of what he learned along the way applies to everyday life. Here, he shares nine bits of wisdom and whimsy gleaned from 40 years in entertainment. So the next time you encounter a screaming bully, you too will know what to do. (Recorded at TED2025 on April 11, 2025)

Join us in person at a TED conference: https://tedtalks.social/events
Become a TED Member to support our mission: https://ted.com/membership
Subscribe to a TED newsletter: https://ted.com/newsletters

Follow TED! 
X: https://www.twitter.com/TEDTalks
Instagram: https://www.instagram.com/ted
Facebook: https://facebook.com/TED
LinkedIn: https://www.linkedin.com/company/ted-conferences
TikTok: https://www.tiktok.com/@tedtoks

The TED Talks channel features talks, performances and original series from the world's leading thinkers and doers. Subscribe to our channel for videos on Tech",UCAuUUnT6oDeKwE6v1NGQxug,TED,2025-08-05 15:00:43+00:00,2025-08-05 15:00:43,PT13M31S,811,13:31,64173,1804,22,22,en,en,,TEDTalk|TEDTalks|TED Talk|TED Talks|TED|business|film|personal growth|writing|tv|career,11,https://i.ytimg.com/vi/OrNqEcNkoF0/default.jpg,https://i.ytimg.com/vi/OrNqEcNkoF0/mqdefault.jpg,https://i.ytimg.com/vi/OrNqEcNkoF0/hqdefault.jpg,https://www.youtube.com/watch?v=OrNqEcNkoF0,https://www.youtube.com/embed/OrNqEcNkoF0,"The TED Talks channel features the best talks and performances from the TED Conference, where the world's leading thinkers and doers give the talk of their lives in 18 minutes (or less). Look for talks on Technology, Entertainment and Design -- plus science, business, global issues, the arts and more. You're welcome to link to or embed these videos, forward them to others and share these ideas with people you know.

TED's videos may be used for non-commercial purposes under a Creative Commons Li",US,https://yt3.ggpht.com/ytc/AIdro_koIFcCOrvh0KThLNOiazAIDu6hcs8bjkGNwe1f6A_OYm8=s800-c-k-c0x00ffffff-no-rj,2006-12-06T23:27:08Z,@ted,26600000,5265,2948861744
